,date,season,year,month,hour,holiday,weekday,workingday,weather_cat,temp_feel,temp_actual,humidity,windspeed,rides,date_idx
4003,2011-06-20,Spring,0,6,Wkdy 17-18,0,Monday,1,Pleasant,0.7,0.6515,0.54,0.0,565,171.0
4004,2011-06-20,Spring,0,6,Wkdy 17-18,0,Monday,1,Pleasant,0.7,0.6515,0.61,0.2537,538,171.0
4005,2011-06-20,Spring,0,6,Wkdy 19-20,0,Monday,1,Pleasant,0.66,0.6212,0.65,0.2239,431,171.0
4006,2011-06-20,Spring,0,6,Wkdy 19-20,0,Monday,1,Pleasant,0.66,0.6212,0.69,0.2239,316,171.0
4007,2011-06-20,Spring,0,6,Wkdy 21-23,0,Monday,1,Pleasant,0.64,0.6061,0.73,0.1642,206,171.0
4008,2011-06-20,Spring,0,6,Wkdy 21-23,0,Monday,1,Moderate,0.64,0.6061,0.73,0.2239,130,171.0
4009,2011-06-20,Spring,0,6,Wkdy 21-23,0,Monday,1,Pleasant,0.62,0.5909,0.78,0.2537,60,171.0
4010,2011-06-21,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Pleasant,0.62,0.5909,0.78,0.1642,33,172.0
4011,2011-06-21,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Severe,0.62,0.5909,0.78,0.1642,14,172.0
4012,2011-06-21,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Severe,0.62,0.5758,0.83,0.1642,6,172.0
4013,2011-06-21,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Severe,0.62,0.5758,0.83,0.1642,2,172.0
4014,2011-06-21,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Moderate,0.6,0.5455,0.88,0.1045,9,172.0
4015,2011-06-21,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Moderate,0.6,0.5455,0.88,0.1343,25,172.0
4016,2011-06-21,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Moderate,0.6,0.5455,0.88,0.1343,115,172.0
4017,2011-06-21,Summer,0,6,Wkdy 7,0,Tuesday,1,Moderate,0.6,0.5152,0.94,0.0,309,172.0
4018,2011-06-21,Summer,0,6,Wkdy 8,0,Tuesday,1,Moderate,0.62,0.5606,0.88,0.1045,401,172.0
4019,2011-06-21,Summer,0,6,Wkdy 9,0,Tuesday,1,Moderate,0.62,0.5606,0.88,0.2537,275,172.0
4020,2011-06-21,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Moderate,0.64,0.5758,0.83,0.194,161,172.0
4021,2011-06-21,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.66,0.6061,0.83,0.1642,171,172.0
4022,2011-06-21,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.7,0.6667,0.74,0.1642,189,172.0
4023,2011-06-21,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.74,0.697,0.66,0.1642,207,172.0
4024,2011-06-21,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.76,0.7121,0.62,0.2239,152,172.0
4025,2011-06-21,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.78,0.7424,0.59,0.2537,170,172.0
4026,2011-06-21,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.8,0.7727,0.59,0.2239,335,172.0
4027,2011-06-21,Summer,0,6,Wkdy 17-18,0,Tuesday,1,Pleasant,0.78,0.7576,0.66,0.2239,572,172.0
4028,2011-06-21,Summer,0,6,Wkdy 17-18,0,Tuesday,1,Moderate,0.76,0.7273,0.7,0.2537,536,172.0
4029,2011-06-21,Summer,0,6,Wkdy 19-20,0,Tuesday,1,Moderate,0.74,0.7121,0.74,0.2239,425,172.0
4030,2011-06-21,Summer,0,6,Wkdy 19-20,0,Tuesday,1,Severe,0.74,0.697,0.7,0.2239,326,172.0
4031,2011-06-21,Summer,0,6,Wkdy 21-23,0,Tuesday,1,Pleasant,0.72,0.697,0.74,0.194,229,172.0
4032,2011-06-21,Summer,0,6,Wkdy 21-23,0,Tuesday,1,Pleasant,0.7,0.6667,0.79,0.1045,109,172.0
4033,2011-06-21,Summer,0,6,Wkdy 21-23,0,Tuesday,1,Pleasant,0.7,0.6667,0.74,0.1045,64,172.0
4034,2011-06-22,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.66,0.6061,0.78,0.194,33,173.0
4035,2011-06-22,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.66,0.6061,0.78,0.1343,21,173.0
4036,2011-06-22,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.66,0.6061,0.78,0.0,7,173.0
4037,2011-06-22,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.66,0.6061,0.78,0.1343,7,173.0
4038,2011-06-22,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.64,0.5758,0.83,0.0,11,173.0
4039,2011-06-22,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.64,0.5758,0.89,0.0,23,173.0
4040,2011-06-22,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.66,0.6061,0.83,0.0,122,173.0
4041,2011-06-22,Summer,0,6,Wkdy 7,0,Wednesday,1,Pleasant,0.7,0.6667,0.79,0.0,311,173.0
4042,2011-06-22,Summer,0,6,Wkdy 8,0,Wednesday,1,Pleasant,0.72,0.697,0.74,0.1045,423,173.0
4043,2011-06-22,Summer,0,6,Wkdy 9,0,Wednesday,1,Pleasant,0.72,0.697,0.79,0.1642,219,173.0
4044,2011-06-22,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Pleasant,0.74,0.697,0.7,0.2537,135,173.0
4045,2011-06-22,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Pleasant,0.74,0.697,0.7,0.1642,145,173.0
4046,2011-06-22,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Moderate,0.8,0.7727,0.59,0.2239,188,173.0
4047,2011-06-22,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Moderate,0.82,0.7879,0.56,0.2537,147,173.0
4048,2011-06-22,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Moderate,0.82,0.7727,0.52,0.2836,145,173.0
4049,2011-06-22,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Moderate,0.82,0.7879,0.56,0.2836,146,173.0
4050,2011-06-22,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Moderate,0.82,0.803,0.59,0.3284,258,173.0
4051,2011-06-22,Summer,0,6,Wkdy 17-18,0,Wednesday,1,Moderate,0.8,0.7576,0.55,0.3881,529,173.0
4052,2011-06-22,Summer,0,6,Wkdy 17-18,0,Wednesday,1,Moderate,0.8,0.7727,0.59,0.2537,513,173.0
4053,2011-06-22,Summer,0,6,Wkdy 19-20,0,Wednesday,1,Moderate,0.8,0.7424,0.52,0.2537,342,173.0
4054,2011-06-22,Summer,0,6,Wkdy 19-20,0,Wednesday,1,Pleasant,0.74,0.7121,0.74,0.1343,282,173.0
4055,2011-06-22,Summer,0,6,Wkdy 21-23,0,Wednesday,1,Pleasant,0.74,0.7121,0.79,0.1642,247,173.0
4056,2011-06-22,Summer,0,6,Wkdy 21-23,0,Wednesday,1,Moderate,0.72,0.697,0.79,0.194,148,173.0
4057,2011-06-22,Summer,0,6,Wkdy 21-23,0,Wednesday,1,Moderate,0.72,0.697,0.79,0.2239,105,173.0
4058,2011-06-23,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.72,0.697,0.79,0.2239,49,174.0
4059,2011-06-23,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.72,0.697,0.74,0.2239,31,174.0
4060,2011-06-23,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.72,0.697,0.74,0.2239,4,174.0
4061,2011-06-23,Summer,0,6,Wkdy 0-6,0,Thursday,1,Moderate,0.72,0.697,0.74,0.1642,5,174.0
4062,2011-06-23,Summer,0,6,Wkdy 0-6,0,Thursday,1,Moderate,0.7,0.6667,0.79,0.1343,7,174.0
4063,2011-06-23,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.72,0.697,0.74,0.1642,24,174.0
4064,2011-06-23,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.72,0.697,0.74,0.1642,100,174.0
4065,2011-06-23,Summer,0,6,Wkdy 7,0,Thursday,1,Moderate,0.72,0.697,0.74,0.1343,327,174.0
4066,2011-06-23,Summer,0,6,Wkdy 8,0,Thursday,1,Moderate,0.74,0.697,0.7,0.194,432,174.0
4067,2011-06-23,Summer,0,6,Wkdy 9,0,Thursday,1,Moderate,0.74,0.697,0.7,0.1343,227,174.0
4068,2011-06-23,Summer,0,6,Wkdy 10-16,0,Thursday,1,Moderate,0.76,0.7273,0.66,0.1343,127,174.0
4069,2011-06-23,Summer,0,6,Wkdy 10-16,0,Thursday,1,Severe,0.76,0.7273,0.66,0.2537,136,174.0
4070,2011-06-23,Summer,0,6,Wkdy 10-16,0,Thursday,1,Moderate,0.76,0.7273,0.66,0.2836,160,174.0
4071,2011-06-23,Summer,0,6,Wkdy 10-16,0,Thursday,1,Moderate,0.76,0.7121,0.62,0.2836,186,174.0
4072,2011-06-23,Summer,0,6,Wkdy 10-16,0,Thursday,1,Moderate,0.76,0.7273,0.66,0.2985,149,174.0
4073,2011-06-23,Summer,0,6,Wkdy 10-16,0,Thursday,1,Moderate,0.76,0.697,0.52,0.3582,189,174.0
4074,2011-06-23,Summer,0,6,Wkdy 10-16,0,Thursday,1,Moderate,0.74,0.6818,0.62,0.2985,275,174.0
4075,2011-06-23,Summer,0,6,Wkdy 17-18,0,Thursday,1,Moderate,0.72,0.6818,0.7,0.3582,569,174.0
4076,2011-06-23,Summer,0,6,Wkdy 17-18,0,Thursday,1,Pleasant,0.72,0.6818,0.7,0.4179,540,174.0
4077,2011-06-23,Summer,0,6,Wkdy 19-20,0,Thursday,1,Pleasant,0.72,0.6818,0.7,0.3582,400,174.0
4078,2011-06-23,Summer,0,6,Wkdy 19-20,0,Thursday,1,Pleasant,0.7,0.6667,0.74,0.2239,352,174.0
4079,2011-06-23,Summer,0,6,Wkdy 21-23,0,Thursday,1,Pleasant,0.7,0.6667,0.74,0.194,234,174.0
4080,2011-06-23,Summer,0,6,Wkdy 21-23,0,Thursday,1,Moderate,0.7,0.6667,0.74,0.2239,162,174.0
4081,2011-06-23,Summer,0,6,Wkdy 21-23,0,Thursday,1,Pleasant,0.7,0.6667,0.74,0.2836,105,174.0
4082,2011-06-24,Summer,0,6,Wkdy 0-6,0,Friday,1,Pleasant,0.68,0.6364,0.79,0.194,63,175.0
4083,2011-06-24,Summer,0,6,Wkdy 0-6,0,Friday,1,Pleasant,0.66,0.6061,0.83,0.3284,28,175.0
4084,2011-06-24,Summer,0,6,Wkdy 0-6,0,Friday,1,Pleasant,0.66,0.6061,0.83,0.3284,14,175.0
4085,2011-06-24,Summer,0,6,Wkdy 0-6,0,Friday,1,Pleasant,0.66,0.6061,0.83,0.1642,5,175.0
4086,2011-06-24,Summer,0,6,Wkdy 0-6,0,Friday,1,Pleasant,0.66,0.6061,0.83,0.0896,9,175.0
4087,2011-06-24,Summer,0,6,Wkdy 0-6,0,Friday,1,Pleasant,0.64,0.5758,0.89,0.0896,20,175.0
4088,2011-06-24,Summer,0,6,Wkdy 0-6,0,Friday,1,Pleasant,0.66,0.6061,0.83,0.1343,91,175.0
4089,2011-06-24,Summer,0,6,Wkdy 7,0,Friday,1,Moderate,0.66,0.6061,0.83,0.2239,268,175.0
4090,2011-06-24,Summer,0,6,Wkdy 8,0,Friday,1,Pleasant,0.7,0.6667,0.74,0.2239,466,175.0
4091,2011-06-24,Summer,0,6,Wkdy 9,0,Friday,1,Pleasant,0.74,0.6818,0.62,0.1343,231,175.0
4092,2011-06-24,Summer,0,6,Wkdy 10-16,0,Friday,1,Pleasant,0.8,0.7273,0.43,0.2836,145,175.0
4093,2011-06-24,Summer,0,6,Wkdy 10-16,0,Friday,1,Pleasant,0.8,0.7121,0.38,0.3284,203,175.0
4094,2011-06-24,Summer,0,6,Wkdy 10-16,0,Friday,1,Pleasant,0.8,0.7121,0.41,0.2836,201,175.0
4095,2011-06-24,Summer,0,6,Wkdy 10-16,0,Friday,1,Pleasant,0.8,0.7121,0.36,0.2239,221,175.0
4096,2011-06-24,Summer,0,6,Wkdy 10-16,0,Friday,1,Pleasant,0.78,0.697,0.43,0.2836,229,175.0
4097,2011-06-24,Summer,0,6,Wkdy 10-16,0,Friday,1,Pleasant,0.82,0.7273,0.34,0.3881,216,175.0
4098,2011-06-24,Summer,0,6,Wkdy 10-16,0,Friday,1,Pleasant,0.8,0.697,0.33,0.4179,327,175.0
4099,2011-06-24,Summer,0,6,Wkdy 17-18,0,Friday,1,Pleasant,0.76,0.6667,0.37,0.2537,557,175.0
4100,2011-06-24,Summer,0,6,Wkdy 17-18,0,Friday,1,Pleasant,0.76,0.6667,0.37,0.2985,452,175.0
4101,2011-06-24,Summer,0,6,Wkdy 19-20,0,Friday,1,Pleasant,0.74,0.6515,0.4,0.2239,385,175.0
4102,2011-06-24,Summer,0,6,Wkdy 19-20,0,Friday,1,Pleasant,0.72,0.6515,0.45,0.1642,288,175.0
4103,2011-06-24,Summer,0,6,Wkdy 21-23,0,Friday,1,Pleasant,0.7,0.6515,0.48,0.1343,233,175.0
4104,2011-06-24,Summer,0,6,Wkdy 21-23,0,Friday,1,Pleasant,0.7,0.6515,0.48,0.0,167,175.0
4105,2011-06-24,Summer,0,6,Wkdy 21-23,0,Friday,1,Pleasant,0.68,0.6364,0.51,0.1343,172,175.0
4154,2011-06-27,Summer,0,6,Wkdy 0-6,0,Monday,1,Severe,0.64,0.6061,0.73,0.2836,32,178.0
4155,2011-06-27,Summer,0,6,Wkdy 0-6,0,Monday,1,Moderate,0.62,0.5909,0.78,0.1343,15,178.0
4156,2011-06-27,Summer,0,6,Wkdy 0-6,0,Monday,1,Severe,0.62,0.5909,0.78,0.1343,6,178.0
4157,2011-06-27,Summer,0,6,Wkdy 0-6,0,Monday,1,Severe,0.62,0.5909,0.78,0.1343,2,178.0
4158,2011-06-27,Summer,0,6,Wkdy 0-6,0,Monday,1,Moderate,0.6,0.5606,0.83,0.1642,9,178.0
4159,2011-06-27,Summer,0,6,Wkdy 0-6,0,Monday,1,Moderate,0.62,0.5758,0.83,0.1642,22,178.0
4160,2011-06-27,Summer,0,6,Wkdy 0-6,0,Monday,1,Moderate,0.62,0.5909,0.78,0.1642,94,178.0
4161,2011-06-27,Summer,0,6,Wkdy 7,0,Monday,1,Moderate,0.64,0.6061,0.73,0.2239,261,178.0
4162,2011-06-27,Summer,0,6,Wkdy 8,0,Monday,1,Pleasant,0.66,0.6212,0.74,0.194,447,178.0
4163,2011-06-27,Summer,0,6,Wkdy 9,0,Monday,1,Moderate,0.72,0.6667,0.54,0.0,187,178.0
4164,2011-06-27,Summer,0,6,Wkdy 10-16,0,Monday,1,Moderate,0.72,0.6667,0.54,0.1343,150,178.0
4165,2011-06-27,Summer,0,6,Wkdy 10-16,0,Monday,1,Moderate,0.7,0.6515,0.58,0.0,150,178.0
4166,2011-06-27,Summer,0,6,Wkdy 10-16,0,Monday,1,Moderate,0.72,0.6667,0.54,0.0,170,178.0
4167,2011-06-27,Summer,0,6,Wkdy 10-16,0,Monday,1,Moderate,0.72,0.6667,0.58,0.2239,164,178.0
4168,2011-06-27,Summer,0,6,Wkdy 10-16,0,Monday,1,Moderate,0.72,0.6667,0.58,0.0896,158,178.0
4169,2011-06-27,Summer,0,6,Wkdy 10-16,0,Monday,1,Moderate,0.74,0.6818,0.55,0.0,202,178.0
4170,2011-06-27,Summer,0,6,Wkdy 10-16,0,Monday,1,Pleasant,0.74,0.6818,0.55,0.1045,275,178.0
4171,2011-06-27,Summer,0,6,Wkdy 17-18,0,Monday,1,Pleasant,0.74,0.6818,0.55,0.1343,604,178.0
4172,2011-06-27,Summer,0,6,Wkdy 17-18,0,Monday,1,Pleasant,0.74,0.6667,0.51,0.0,591,178.0
4173,2011-06-27,Summer,0,6,Wkdy 19-20,0,Monday,1,Pleasant,0.72,0.6818,0.62,0.194,396,178.0
4174,2011-06-27,Summer,0,6,Wkdy 19-20,0,Monday,1,Pleasant,0.7,0.6515,0.65,0.1045,305,178.0
4175,2011-06-27,Summer,0,6,Wkdy 21-23,0,Monday,1,Pleasant,0.7,0.6515,0.65,0.0,242,178.0
4176,2011-06-27,Summer,0,6,Wkdy 21-23,0,Monday,1,Pleasant,0.68,0.6364,0.69,0.0,145,178.0
4177,2011-06-27,Summer,0,6,Wkdy 21-23,0,Monday,1,Pleasant,0.68,0.6364,0.69,0.0,81,178.0
4178,2011-06-28,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Moderate,0.66,0.6061,0.78,0.1343,30,179.0
4179,2011-06-28,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Pleasant,0.66,0.6212,0.74,0.0,13,179.0
4180,2011-06-28,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Moderate,0.66,0.6212,0.74,0.0,11,179.0
4181,2011-06-28,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Moderate,0.66,0.6212,0.74,0.0,2,179.0
4182,2011-06-28,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Pleasant,0.66,0.6212,0.74,0.0,8,179.0
4183,2011-06-28,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Pleasant,0.66,0.6061,0.78,0.0,21,179.0
4184,2011-06-28,Summer,0,6,Wkdy 0-6,0,Tuesday,1,Pleasant,0.66,0.6061,0.83,0.1642,124,179.0
4185,2011-06-28,Summer,0,6,Wkdy 7,0,Tuesday,1,Pleasant,0.68,0.6364,0.83,0.194,347,179.0
4186,2011-06-28,Summer,0,6,Wkdy 8,0,Tuesday,1,Pleasant,0.7,0.6667,0.79,0.1642,456,179.0
4187,2011-06-28,Summer,0,6,Wkdy 9,0,Tuesday,1,Pleasant,0.74,0.697,0.7,0.0,246,179.0
4188,2011-06-28,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.8,0.7424,0.49,0.1642,157,179.0
4189,2011-06-28,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.82,0.7576,0.46,0.0,167,179.0
4190,2011-06-28,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.84,0.7727,0.47,0.2239,202,179.0
4191,2011-06-28,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.84,0.7576,0.44,0.0,189,179.0
4192,2011-06-28,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.86,0.7879,0.44,0.2239,160,179.0
4193,2011-06-28,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.86,0.7879,0.41,0.0,166,179.0
4194,2011-06-28,Summer,0,6,Wkdy 10-16,0,Tuesday,1,Pleasant,0.86,0.803,0.47,0.2836,261,179.0
4195,2011-06-28,Summer,0,6,Wkdy 17-18,0,Tuesday,1,Severe,0.82,0.7879,0.56,0.2836,579,179.0
4196,2011-06-28,Summer,0,6,Wkdy 17-18,0,Tuesday,1,Severe,0.8,0.7576,0.55,0.2985,504,179.0
4197,2011-06-28,Summer,0,6,Wkdy 19-20,0,Tuesday,1,Moderate,0.74,0.6818,0.58,0.4627,299,179.0
4198,2011-06-28,Summer,0,6,Wkdy 19-20,0,Tuesday,1,Pleasant,0.74,0.6818,0.62,0.0,296,179.0
4199,2011-06-28,Summer,0,6,Wkdy 21-23,0,Tuesday,1,Pleasant,0.74,0.697,0.66,0.2836,195,179.0
4200,2011-06-28,Summer,0,6,Wkdy 21-23,0,Tuesday,1,Pleasant,0.7,0.6515,0.7,0.2985,134,179.0
4201,2011-06-28,Summer,0,6,Wkdy 21-23,0,Tuesday,1,Pleasant,0.7,0.6515,0.7,0.2836,81,179.0
4202,2011-06-29,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Moderate,0.68,0.6364,0.79,0.2836,36,180.0
4203,2011-06-29,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.68,0.6364,0.79,0.2985,28,180.0
4204,2011-06-29,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.66,0.6061,0.83,0.2239,16,180.0
4205,2011-06-29,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Moderate,0.66,0.6061,0.83,0.1045,5,180.0
4206,2011-06-29,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.66,0.6061,0.83,0.1045,5,180.0
4207,2011-06-29,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.64,0.5758,0.83,0.194,22,180.0
4208,2011-06-29,Summer,0,6,Wkdy 0-6,0,Wednesday,1,Pleasant,0.66,0.6212,0.69,0.2985,116,180.0
4209,2011-06-29,Summer,0,6,Wkdy 7,0,Wednesday,1,Pleasant,0.7,0.6515,0.54,0.2239,336,180.0
4210,2011-06-29,Summer,0,6,Wkdy 8,0,Wednesday,1,Pleasant,0.7,0.6515,0.48,0.2836,540,180.0
4211,2011-06-29,Summer,0,6,Wkdy 9,0,Wednesday,1,Pleasant,0.72,0.6515,0.45,0.3881,221,180.0
4212,2011-06-29,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Pleasant,0.74,0.6667,0.42,0.2836,126,180.0
4213,2011-06-29,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Pleasant,0.76,0.6667,0.35,0.2239,170,180.0
4214,2011-06-29,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Pleasant,0.76,0.6667,0.35,0.2537,243,180.0
4215,2011-06-29,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Pleasant,0.8,0.697,0.31,0.3284,231,180.0
4216,2011-06-29,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Pleasant,0.8,0.697,0.31,0.194,188,180.0
4217,2011-06-29,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Pleasant,0.82,0.7121,0.3,0.1642,189,180.0
4218,2011-06-29,Summer,0,6,Wkdy 10-16,0,Wednesday,1,Pleasant,0.82,0.7121,0.3,0.4179,328,180.0
4219,2011-06-29,Summer,0,6,Wkdy 17-18,0,Wednesday,1,Pleasant,0.82,0.7121,0.26,0.4179,570,180.0
4220,2011-06-29,Summer,0,6,Wkdy 17-18,0,Wednesday,1,Pleasant,0.8,0.697,0.29,0.2985,588,180.0
4221,2011-06-29,Summer,0,6,Wkdy 19-20,0,Wednesday,1,Pleasant,0.76,0.6667,0.35,0.3881,401,180.0
4222,2011-06-29,Summer,0,6,Wkdy 19-20,0,Wednesday,1,Pleasant,0.74,0.6515,0.37,0.2985,333,180.0
4223,2011-06-29,Summer,0,6,Wkdy 21-23,0,Wednesday,1,Pleasant,0.72,0.6515,0.39,0.2239,221,180.0
4224,2011-06-29,Summer,0,6,Wkdy 21-23,0,Wednesday,1,Pleasant,0.7,0.6364,0.42,0.194,183,180.0
4225,2011-06-29,Summer,0,6,Wkdy 21-23,0,Wednesday,1,Pleasant,0.68,0.6364,0.47,0.194,129,180.0
4226,2011-06-30,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.66,0.6212,0.5,0.1642,54,181.0
4227,2011-06-30,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.64,0.6212,0.53,0.1343,32,181.0
4228,2011-06-30,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.62,0.6212,0.57,0.1343,8,181.0
4229,2011-06-30,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.6,0.6061,0.6,0.1642,9,181.0
4230,2011-06-30,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.58,0.5455,0.64,0.1343,6,181.0
4231,2011-06-30,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.58,0.5455,0.64,0.2537,25,181.0
4232,2011-06-30,Summer,0,6,Wkdy 0-6,0,Thursday,1,Pleasant,0.6,0.6061,0.64,0.2537,123,181.0
4233,2011-06-30,Summer,0,6,Wkdy 7,0,Thursday,1,Pleasant,0.62,0.6061,0.61,0.2239,320,181.0
4234,2011-06-30,Summer,0,6,Wkdy 8,0,Thursday,1,Pleasant,0.68,0.6364,0.47,0.2239,555,181.0
4235,2011-06-30,Summer,0,6,Wkdy 9,0,Thursday,1,Pleasant,0.7,0.6364,0.42,0.2239,260,181.0
4236,2011-06-30,Summer,0,6,Wkdy 10-16,0,Thursday,1,Pleasant,0.72,0.6515,0.42,0.194,132,181.0
4237,2011-06-30,Summer,0,6,Wkdy 10-16,0,Thursday,1,Pleasant,0.74,0.6515,0.37,0.1343,169,181.0
4238,2011-06-30,Summer,0,6,Wkdy 10-16,0,Thursday,1,Pleasant,0.76,0.6667,0.35,0.1642,233,181.0
4239,2011-06-30,Summer,0,6,Wkdy 10-16,0,Thursday,1,Pleasant,0.76,0.6667,0.33,0.194,232,181.0
4240,2011-06-30,Summer,0,6,Wkdy 10-16,0,Thursday,1,Pleasant,0.78,0.6818,0.31,0.194,163,181.0
4241,2011-06-30,Summer,0,6,Wkdy 10-16,0,Thursday,1,Pleasant,0.78,0.6667,0.25,0.2537,240,181.0
4242,2011-06-30,Summer,0,6,Wkdy 10-16,0,Thursday,1,Pleasant,0.8,0.697,0.26,0.1343,323,181.0
4243,2011-06-30,Summer,0,6,Wkdy 17-18,0,Thursday,1,Pleasant,0.78,0.6818,0.27,0.3582,594,181.0
4244,2011-06-30,Summer,0,6,Wkdy 17-18,0,Thursday,1,Pleasant,0.76,0.6667,0.29,0.2537,586,181.0
4245,2011-06-30,Summer,0,6,Wkdy 19-20,0,Thursday,1,Pleasant,0.74,0.6515,0.33,0.194,455,181.0
4246,2011-06-30,Summer,0,6,Wkdy 19-20,0,Thursday,1,Pleasant,0.74,0.6515,0.33,0.194,340,181.0
4247,2011-06-30,Summer,0,6,Wkdy 21-23,0,Thursday,1,Pleasant,0.72,0.6515,0.37,0.1045,323,181.0
4248,2011-06-30,Summer,0,6,Wkdy 21-23,0,Thursday,1,Pleasant,0.7,0.6364,0.42,0.1642,207,181.0
4249,2011-06-30,Summer,0,6,Wkdy 21-23,0,Thursday,1,Pleasant,0.66,0.6212,0.5,0.0,126,181.0
4250,2011-07-01,Summer,0,7,Wkdy 0-6,0,Friday,1,Pleasant,0.66,0.6212,0.5,0.0,68,182.0
4251,2011-07-01,Summer,0,7,Wkdy 0-6,0,Friday,1,Pleasant,0.66,0.6212,0.5,0.0,31,182.0
4252,2011-07-01,Summer,0,7,Wkdy 0-6,0,Friday,1,Pleasant,0.62,0.6061,0.69,0.0,13,182.0
4253,2011-07-01,Summer,0,7,Wkdy 0-6,0,Friday,1,Pleasant,0.64,0.6212,0.53,0.0,11,182.0
4254,2011-07-01,Summer,0,7,Wkdy 0-6,0,Friday,1,Pleasant,0.62,0.6212,0.57,0.0,6,182.0
4255,2011-07-01,Summer,0,7,Wkdy 0-6,0,Friday,1,Pleasant,0.6,0.6061,0.64,0.1343,30,182.0
4256,2011-07-01,Summer,0,7,Wkdy 0-6,0,Friday,1,Pleasant,0.62,0.6061,0.61,0.1343,108,182.0
4257,2011-07-01,Summer,0,7,Wkdy 7,0,Friday,1,Pleasant,0.66,0.6212,0.54,0.1045,243,182.0
4258,2011-07-01,Summer,0,7,Wkdy 8,0,Friday,1,Pleasant,0.7,0.6364,0.42,0.1642,492,182.0
4259,2011-07-01,Summer,0,7,Wkdy 9,0,Friday,1,Pleasant,0.74,0.6515,0.35,0.1642,260,182.0
4260,2011-07-01,Summer,0,7,Wkdy 10-16,0,Friday,1,Pleasant,0.76,0.6667,0.33,0.1642,170,182.0
